Level nr;Code;Parent code;Label NL;Label FR;Label DE;Label EN
3;233;23;Vervaardiging van producten voor de bouw, van klei;Fabrication de matériaux de construction en terre cuite;Herstellung von keramischen Baumaterialien;Manufacture of clay building materials
3;234;23;Vervaardiging van andere keramische producten;Fabrication d'autres produits en céramique et en porcelaine;Herstellung von sonstigen Porzellan- und keramischen Erzeugnissen;Manufacture of other porcelain and ceramic products
3;235;23;Vervaardiging van cement, kalk en gips;Fabrication de ciment, de chaux et de plâtre;Herstellung von Zement, Kalk und gebranntem Gips;Manufacture of cement, lime and plaster
3;236;23;Vervaardiging van artikelen van beton, cement en gips;Fabrication d'ouvrages en béton, en ciment ou en plâtre;Herstellung von Erzeugnissen aus Beton, Zement und Gips;Manufacture of articles of concrete, cement and plaster
3;237;23;Houwen, bewerken en afwerken van natuursteen;Taille, façonnage et finissage de pierres;Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.;Cutting, shaping and finishing of stone
3;239;23;Vervaardiging van andere schuurmiddelen en niet-metaalhoudende minerale producten n.e.g.;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a.;Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage sowie sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.;Manufacture of abrasive products and non-metallic mineral products
3;241;24;Vervaardiging van ijzer en staal en van ferrolegeringen;Sidérurgie;Erzeugung von Roheisen, Stahl und Ferrolegierungen;Manufacture of basic iron and steel and of ferro-alloys
3;242;24;Vervaardiging van buizen, pijpen, holle profielen en fittings daarvoor, van staal;Fabrication de tubes, de tuyaux, de profilés creux et d'accessoires correspondants en acier;Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstÿcken aus Stahl;Manufacture of tubes, pipes, hollow profiles and related fittings, of steel
3;243;24;Vervaardiging van andere producten van de eerste verwerking van staal;Fabrication d'autres produits de première transformation de l'acier;Sonstige erste Bearbeitung von Eisen und Stahl;Manufacture of other products of first processing of steel
3;244;24;Productie van edele metalen en van andere non-ferrometalen;Production de métaux précieux et d'autres métaux non ferreux;Erzeugung und erste Bearbeitung von NE-Metallen;Manufacture of basic precious and other non-ferrous metals
3;245;24;Gieten van metalen;Fonderie de métaux;Gießereien;Casting of metals
3;251;25;Vervaardiging van metalen constructiewerken;Fabrication d'éléments en métal pour la construction;Stahl- und Leichtmetallbau;Manufacture of structural metal products
3;252;25;Vervaardiging van tanks, reservoirs en bergingsmiddelen, van metaal;Fabrication de réservoirs, citernes et conteneurs métalliques;"Herstellung von Metalltanks und -behältern;";Manufacture of tanks, reservoirs and containers of metal
3;253;25;Vervaardiging van stoomketels, exclusief warmwaterketels voor centrale verwarming;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Herstellung von Dampfkesseln (ohne Zentralheizungskessel);Manufacture of steam generators, except central heating hot water boilers
3;254;25;Vervaardiging van wapens en munitie;Fabrication d'armes et de munitions;Herstellung von Waffen und Munition;Manufacture of weapons and ammunition
3;255;25;"Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie";"Forge, emboutissage, estampage des métaux; métallurgie des poudres";Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen;"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
3;256;25;"Oppervlaktebehandeling van metalen; verspanend bewerken van metalen";"Traitement et revêtement des métaux; usinage";"Oberflächenveredlung und Wärmebehandlung; Mechanik a. n. g.";"Treatment and coating of metals; machining"
3;257;25;Vervaardiging van scharen, messen, bestekken, gereedschap en ijzerwaren;Fabrication de coutellerie, d'outillage et de quincaillerie;Herstellung von Schneidwaren, Werkzeugen, Schlössern und Beschlägen aus unedlen Metallen;Manufacture of cutlery, tools and general hardware
3;259;25;Vervaardiging van andere producten van metaal;Fabrication d'autres ouvrages en métaux;Herstellung von sonstigen Metallwaren;Manufacture of other fabricated metal products
3;261;26;Vervaardiging van elektronische onderdelen en printplaten;Fabrication de composants et cartes électroniques;Herstellung von elektronischen Bauelementen und Leiterplatten;Manufacture of electronic components and boards
3;262;26;Vervaardiging van computers en randapparatuur;Fabrication d'ordinateurs et d'équipements périphériques;Herstellung von Datenverarbeitungsgeräten und peripheren Geräten;Manufacture of computers and peripheral equipment
3;263;26;Vervaardiging van communicatieapparatuur;Fabrication d'équipements de communication;Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik;Manufacture of communication equipment
3;264;26;Vervaardiging van consumentenelektronica;Fabrication de produits électroniques grand public;Herstellung von Geräten der Unterhaltungselektronik;Manufacture of consumer electronics
3;265;26;"Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur; vervaardiging van uurwerken";"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation; horlogerie";"Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen; Herstellung von Uhren";"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks"
3;266;26;Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten;Manufacture of irradiation, electromedical and electrotherapeutic equipment
3;267;26;Vervaardiging van optische instrumenten en van foto- en filmapparatuur;Fabrication de matériels optiques et photographiques;Herstellung von optischen und fotografischen Instrumenten und Geräten;Manufacture of optical instruments and photographic equipment
3;268;26;Vervaardiging van magnetische en optische media;Fabrication de supports magnétiques et optiques;Herstellung von magnetischen und optischen Datenträgern;Manufacture of magnetic and optical media
3;271;27;Vervaardiging van elektromotoren, van elektrische generatoren en transformatoren en van schakel- en verdeelinrichtingen;Fabrication de moteurs, de génératrices et de transformateurs électriques, de matériel de distribution et de commande électrique;Herstellung von Elektromotoren, Generatoren, Transformatoren, Elektrizitätsverteilungs- und schalteinrichtungen;Manufacture of electric motors, generators, transformers and electricidistribution and control apparatus
3;272;27;Vervaardiging van batterijen en accumulatoren;Fabrication de piles et d'accumulateurs électriques;Herstellung von Batterien und Akkumulatoren;Manufacture of batteries and accumulators
3;273;27;Vervaardiging van kabels en van schakelaars, stekkers, stopcontacten e. d.;Fabrication de fils et de câbles et de matériel d'installation électrique;Herstellung von Kabeln und elektrischem Installationsmaterial;Manufacture of wiring and wiring devices
3;274;27;Vervaardiging van lampen en verlichtingsapparaten;Fabrication de lampes et d'appareils d'éclairage électrique;Herstellung von elektrischen Lampen und Leuchten;Manufacture of electric lighting equipment
3;275;27;Vervaardiging van huishoudapparaten;Fabrication d'appareils ménagers;Herstellung von Haushaltsgeräten;Manufacture of domestic appliances
3;279;27;Vervaardiging van andere elektrische apparatuur;Fabrication d'autres matériels électriques;Herstellung von sonstigen elektrischen Ausrÿstungen und Geräten a. n. g.;Manufacture of other electrical equipment
3;281;28;Vervaardiging van machines en apparaten voor algemeen gebruik;Fabrication de machines d'usage général;Herstellung von nicht wirtschaftszweigspezifischen Maschinen;Manufacture of general -- purpose machinery
3;282;28;Vervaardiging van andere machines en apparaten voor algemeen gebruik;Fabrication d'autres machines d'usage général;Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen;Manufacture of other general-purpose machinery
3;283;28;Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw;Fabrication de machines agricoles et forestières;Herstellung von land- und forstwirtschaftlichen Maschinen;Manufacture of agricultural and forestry machinery
3;284;28;Vervaardiging van niet-verspanende machines voor de metaalbe-werking en van gereedschapswerktuigen;Fabrication de machines de formage des métaux et de machines-outils;Herstellung von Werkzeugmaschinen;Manufacture of metal forming machinery and machine tools
3;289;28;Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden;Fabrication d'autres machines d'usage spécifique;Herstellung von Maschinen fÿr sonstige bestimmte Wirtschaftszweige;Manufacture of other special-purpose machinery
3;291;29;Vervaardiging en assemblage van motorvoertuigen;Construction et assemblage de véhicules automobiles;Herstellung von Kraftwagen und Kraftwagenmotoren;Manufacture of motor vehicles
3;292;29;"Vervaardiging van carrosserieën voor motorvoertuigen; vervaardiging van aanhangwagens en opleggers";"Fabrication de carrosseries de véhicules automobiles; fabrication de remorques et de semi-remorques";Herstellung von Karosserien, Aufbauten und Anhängern;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
3;293;29;Vervaardiging van delen en toebehoren voor motorvoertuigen;Fabrication d'équipements pour véhicules automobiles;Herstellung von Teilen und Zubehör fÿr Kraftwagen;Manufacture of parts and accessories for motor vehicles
3;301;30;Scheepsbouw;Construction navale;Schiff- und Bootsbau;Building of ships and boats
3;302;30;Vervaardiging van rollend materieel voor spoorwegen;Construction de locomotives et d'autre matériel ferroviaire roulant;Schienenfahrzeugbau;Manufacture of railway locomotives and rolling stock
3;303;30;Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee;Construction aéronautique et spatiale;Luft- und Raumfahrzeugbau;Manufacture of air and spacecraft and related machinery
3;304;30;Vervaardiging van militaire gevechtsvoertuigen;Construction de véhicules militaires de combat;Herstellung von militärischen Kampffahrzeugen;Manufacture of military fighting vehicles
3;309;30;Vervaardiging van transportmiddelen, n.e.g.;Fabrication de matériels de transport n.c.a.;Herstellung von Fahrzeugen a. n. g.;Manufacture of transport equipment n.e.c.
3;310;31;Vervaardiging van meubelen;Fabrication de meubles;Herstellung von Möbeln;Manufacture of furniture
3;321;32;Bewerken van edelstenen en vervaardiging van sieraden en dergelijke artikelen;"Travail des pierres précieuses; fabrication d'articles de joaillerie, de bijouterie et d'articles similaires";Herstellung von Mÿnzen, Schmuck und ähnlichen Erzeugnissen;Manufacture of jewellery, bijouterie and related articles
3;322;32;Vervaardiging van muziekinstrumenten;Fabrication d'instruments de musique;Herstellung von Musikinstrumenten;Manufacture of musical instruments
3;323;32;Vervaardiging van sportartikelen;Fabrication d'articles de sport;Herstellung von Sportgeräten;Manufacture of sports goods
3;324;32;Vervaardiging van spellen en speelgoed;Fabrication de jeux et de jouets;Herstellung von Spielwaren;Manufacture of games and toys
3;325;32;Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden;Fabrication d'instruments et de fournitures à usage médical et dentaire;Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien;Manufacture of medical and dental instruments and supplies
